Latitude,Longitude,Depth,Data Quality,temperature_avg,rainfall_mm,humidity_pct,pressure_hPa,drought_index,extreme_precip_days,urban_pct,forest_pct,agriculture_pct,water_pct,wetland_pct,grassland_pct,barren_pct,frag_index,soil_perm,ind_count,hg_impact,pb_impact,ind_risk_score,param_category,country_code,time_season,sampling_method,is_referenced_method,analytical_program,pollution_risk,testing_laboratory,validated_results,regulatory_framework,land_use_impact,value_mg_per_l,Station Code_encoded,Parameter Code_encoded,Dataset_Source_encoded,water_body_type_grouped,sampling_weather_grouped,Data_Quality_Num
20.8684892,-27.693375655113357,0.3,Unknown,15.217575273085195,95.95768330058633,80.73642314988558,1008.4357081716523,-0.4053770680508819,0.0,13.089771762871823,40.58201425911757,20.93104957318676,6.134553161903108,8.828518982581393,10.510992068658734,5.04490494196622,0.7885569464774581,0.5857954648000837,0.0,0.0,0.0,0.0,Other,IND,2021-06-11 00:00:00 - Summer,Field Measurement,False,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,96.24,1.0,0.4297872340425532,0.299035832493884,unknown,Rainy,1
30.85461222,-27.693375655113357,0.3,Fair,8.318351319482204,74.17839915156347,82.73687131278558,1008.4357081716523,0.0396332031171344,1.0,10.957361014112012,33.60048350317547,21.77081282761068,6.126819419684448,7.392592332674736,12.180641560194143,5.001508338538908,0.7482069376570392,0.5867854476346234,0.0,0.0,0.0,0.0,Nutrient,MEX,2016-06-29 12:00:00 - Summer,Field Measurement,False,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Urban Dominant,0.046,0.29269195189639224,0.12759643916913946,0.299035832493884,unknown,unknown,0
47.1566,-27.693375655113357,0.3,Fair,4.288754972923465,138.6423521824113,95.0,1004.901323158244,0.006299256624511823,1.0,8.441553294545601,33.577989598834186,24.757507461189924,6.134553161903108,8.776513314814816,12.510238477373942,7.440850039318146,0.713206586527543,0.6064793744922841,0.0,0.0,0.0,0.0,Metal,MEX,2006-02-02 00:00:00 - Winter,Automated Sample,True,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,Urban Dominant,0.046,0.0,0.04864864864864865,0.24705882352941178,Stream,Snowy,0
22.94805556,-27.693375655113357,0.3,Unknown,2.048919074053712,78.18611426378139,81.54120957132092,1015.0606062023916,0.006299256624511823,2.0,11.38846478720967,37.74015483894342,26.96661503538936,3.5582309574123685,8.682754377779435,9.261025559140212,2.402754444125552,0.7936462747644641,0.5876096257555429,1.0,0.1432200491159266,0.0,2.764622506195237,Other,MEX,1999-10-04 00:00:00 - Fall,unknown,True,International Water Assessment,Low,International Water Quality Lab,True,unknown,Agricultural Dominant,88.6519,0.29269195189639224,0.4297872340425532,0.4294478527607362,Stream,Rainy,1
18.16055,-27.693375655113357,0.3,Fair,27.20042601728951,79.63597603048905,65.8427840626482,1008.4357081716523,-0.6155513597886464,0.0,13.992031727197832,33.77567086222028,24.90509256788321,6.134553161903108,8.52296910773688,11.644579043012197,3.3294480546941485,0.804953735733875,0.5553079918607573,0.0,0.0,0.0,0.0,unknown,MEX,2015-03-14 12:00:00 - Spring,Manual Sample,True,International Water Assessment,Very Low,International Water Quality Lab,False,International Water Quality Standards,Urban Dominant,0.046,0.29269195189639224,0.40264026402640263,0.3181818181818182,Stream,Cloudy,0
20.8286,-102.96199,0.3,Fair,19.32284150901181,80.98628614674352,82.46167670535696,1008.4357081716523,-0.5229127459814626,1.0,11.390207684230928,35.70670802691596,20.52367329159181,6.134553161903108,9.548577238276987,9.718610788393107,4.9004848288528,0.7489690575771591,0.5609662823423673,1.0,0.0,0.0607561795725869,1.948852845356242,Other,MEX,2015-05-13 12:00:00 - Spring,Field Measurement,True,International Water Assessment,Medium,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,0.973,0.0,0.2755741127348643,0.299035832493884,unknown,Rainy,0
47.10744,-27.693375655113357,0.3,Fair,4.321706077955497,123.551208385144,87.8599134545326,1004.6880964701528,0.006299256624511823,1.0,9.640167948721757,28.313904255795336,24.90509256788321,6.134553161903108,8.363029604500158,16.085867464802035,6.974761930627236,0.7278682548019996,0.5842290354484818,0.0,0.0,0.0,0.0,Other,MEX,2014-05-05 12:00:00 - Spring,Composite Sample,True,unknown,Low,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,11.15,0.29269195189639224,0.3550488599348534,0.299035832493884,unknown,unknown,0
46.593689999999995,-27.693375655113357,0.3,Fair,-9.54717653246529,70.95340186196438,83.81187187478588,1008.4357081716523,-1.2361259457114304,1.0,7.789784588745131,37.36258054984188,19.244315968943983,6.857100870064461,9.028632982530342,10.588279450480876,4.858330694366036,0.7528413186294762,0.5713561310464228,0.0,0.0,0.0,0.0,unknown,MEX,2015-06-03 12:00:00 - Summer,Manual Sample,True,International Water Assessment,Low,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.046,0.29269195189639224,0.09523809523809523,0.299035832493884,Marine,Stormy,0
41.791017334,-27.693375655113357,0.3,Fair,-10.785864681748723,87.41517360796962,94.37862292372633,1008.4357081716523,-1.4640831522437336,2.0,5.886329154393576,29.82030915249841,28.866948155158507,6.134553161903108,10.026391062790992,12.180641560194143,6.583859508373098,0.6997103805498306,0.5981187194737702,1.0,0.1895916952481759,0.0,1.7346416656526251,unknown,MEX,2016-08-24 12:00:00 - Summer,Manual Sample,True,unknown,Low,International Water Quality Lab,True,International Water Quality Standards,Urban Dominant,0.96,0.0,0.2755741127348643,0.299035832493884,Wetland,unknown,0
21.77918,-27.693375655113357,0.3,Fair,21.753628443072287,84.73904155892176,66.04093860144594,1008.4357081716523,0.006299256624511823,3.0,12.10556107302501,37.012464433448855,22.292478384781685,8.4388974924629,7.687825588582638,8.759448658662112,3.703324369036799,0.743270914952437,0.5842290354484818,0.0,0.0,0.0,0.0,Other,MEX,2015-05-26 12:00:00 - Spring,unknown,False,International Water Assessment,unknown,International Water Quality Lab,False,International Water Quality Standards,unknown,0.126,0.0,0.2755741127348643,0.299035832493884,unknown,Cloudy,0
20.9242,-27.693375655113357,0.3,Fair,6.156339683583784,68.25925331319837,80.2735194765618,1009.380617425728,0.006299256624511823,1.0,9.178758361691775,37.7654928521615,19.61184081773032,7.860752519120606,9.044995548487323,10.816664714266915,5.721495186541553,0.7071331035813204,0.58331884240957,0.0,0.0,0.0,0.0,Heavy Metal,MEX,2014-08-21 12:00:00 - Summer,Composite Sample,False,International Water Assessment,unknown,International Water Quality Lab,False,International Water Quality Standards,Agricultural Dominant,0.0002,0.0,0.13164556962025317,0.299035832493884,Lake,Cloudy,0
47.9752,-27.693375655113357,0.0,Fair,9.773419170994163,116.44653421693268,92.68774551929954,1012.5156856594226,1.94216939057186,1.0,16.101238741021138,33.60048350317547,21.54626568922432,9.594330412744805,7.595033899915461,12.180641560194143,8.106506941412423,0.8087173748543766,0.5242243892288582,0.0,0.0,0.0,0.0,Heavy Metal,MEX,1999-02-01 00:00:00 - Winter,Grab Sample,False,unknown,unknown,International Water Quality Lab,True,unknown,Forest Dominant,0.046,0.0,0.10232558139534884,0.09649122807017543,Stream,Snowy,0
43.898357264000005,-109.8733,0.3,Fair,4.736920176375941,96.90012445649722,91.84167972245774,1009.0876426059992,0.006299256624511823,2.0,7.717943943616012,28.409810525556345,22.034380332204265,10.361723231709096,8.390772036877916,16.444461475459164,6.6409084545772,0.743270914952437,0.567254432671335,2.0,0.3463334243491446,0.4083303021547056,3.4909186290568104,unknown,MEX,2013-07-03 17:30:00 - Summer,Automated Sample,False,unknown,unknown,National Water Research Center,False,Provincial Water Regulations,Urban Dominant,4.4e-05,0.0,0.3076923076923077,0.18181818181818182,Stream,unknown,0
40.704820408,11.55952,0.3,Fair,4.138569846406295,83.70199515103437,77.32608353302473,1009.8907665445988,0.006299256624511823,2.0,9.181409781036276,29.306663969614814,25.26776898950692,6.251339488509332,9.35891560205924,12.180641560194143,6.874702226159188,0.7210260607457828,0.5849689698330063,0.0,0.0,0.0,0.0,Common Ion,MEX,2016-05-18 12:00:00 - Spring,Field Measurement,True,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.046,0.0,0.5670731707317073,0.299035832493884,Estuary,Cloudy,0
42.757749333999996,5.52558,0.3,Fair,-1.9882049804258255,116.10199392398708,95.0,1008.4357081716523,1.92004465150467,2.0,4.886767631793369,32.44899306280051,25.70390235635229,6.134553161903108,9.311914624041762,18.537112417641463,4.3317860336835485,0.6801620960902443,0.5842290354484818,0.0,0.0,0.0,0.0,unknown,MEX,2018-05-07 12:00:00 - Spring,Grab Sample,False,unknown,Medium,International Water Quality Lab,True,International Water Quality Standards,Urban Dominant,0.00082,0.0,0.11518324607329843,0.09815950920245399,Marine,unknown,0
26.554813556,79.62318056,0.3,Unknown,6.8619280864402,101.75617169990188,77.524970187226,1008.4357081716523,0.4559368936182211,2.0,8.688173624922506,37.53607545877137,29.292788819799807,6.134553161903108,7.456356194195274,9.726874242828387,3.61140936495361,0.7587295016480686,0.6076933827808593,0.0,0.0,0.0,0.0,unknown,IND,2020-03-03 00:00:00 - Spring,Field Measurement,True,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.046,1.0,0.5380577427821522,0.299035832493884,Estuary,unknown,1
21.0673,-89.64467,0.3,Fair,17.632104355158056,67.75986047231804,63.553958204890655,1010.4871214147972,0.006299256624511823,0.0,15.03130010564402,34.9323383451385,20.94518910963207,4.891006941515651,8.140671539061543,9.531847324277104,6.527646634731122,0.7975572139591651,0.5842290354484818,0.0,0.0,0.0,0.0,unknown,MEX,2012-12-24 12:00:00 - Winter,Grab Sample,True,unknown,Medium,International Water Quality Lab,True,International Water Quality Standards,unknown,31.53,0.29269195189639224,0.36945221911235504,0.299035832493884,Reservoir,unknown,0
26.28,-27.693375655113357,0.3,Unknown,11.467121644105061,60.75398673102074,82.06255463380866,1008.4357081716523,-1.0744832496236096,1.0,9.51925736809003,33.60048350317547,29.59693466894608,4.648224041598785,7.399721302900406,7.146386616768481,5.04490494196622,0.7772848837935251,0.595538273635928,0.0,0.0,0.0,0.0,Metal,IND,2021-08-02 00:00:00 - Summer,Manual Sample,True,International Water Assessment,Medium,International Water Quality Lab,False,International Water Quality Standards,Forest Dominant,53.3,1.0,0.7232142857142857,0.8059701492537313,River,Foggy,1
22.18899,-102.4653,0.3,Fair,20.65764608972537,94.13175362816662,77.058147485208,1005.8057992349808,0.006299256624511823,1.0,14.768824896596271,37.47452723703207,20.19313210218024,8.412143042120421,9.11687400452696,5.845000556900464,4.189498160643565,0.8015505431566273,0.5416949447636105,0.0,0.0,0.0,0.0,Heavy Metal,MEX,2016-04-28 12:00:00 - Spring,Grab Sample,True,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,unknown,0.046,0.29269195189639224,0.09745762711864407,0.09,unknown,unknown,0
50.90881800000001,-27.693375655113357,0.3,Fair,4.7867637591940495,152.84470564283566,95.0,1005.9257488984456,0.006299256624511823,1.0,5.1968864049580645,28.99248530397625,21.93327310527588,6.134553161903108,6.989281796803431,12.180641560194143,7.1809045965486575,0.6517151386180071,0.57678259638467,0.0,0.0,0.0,0.0,Common Ion,MEX,2019-01-30 12:54:00 - Winter,unknown,False,unknown,Low,Environment Canada Lab,True,Fisheries Act,Mixed Land Use,1.25,0.29269195189639224,0.028708133971291867,0.299035832493884,Lake,Snowy,0
44.80581,-27.693375655113357,0.3,Fair,11.42319997333256,173.7920719613953,95.0,999.8102388104866,-1.0788777431148209,2.0,8.093491252294463,26.833356103787903,28.69707963303697,5.337824066571537,8.281903073411344,12.180641560194143,7.836803623143702,0.7257037488338834,0.5947565554436254,0.0,0.0,0.0,0.0,Other,ITA,2018-04-16 12:00:00 - Spring,Grab Sample,False,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Forest Dominant,0.046,0.0,0.2755741127348643,0.299035832493884,Marine,Cloudy,0
32.439365800000004,-107.38099,0.3,Fair,13.027826944047831,66.97298420190614,66.33764568017713,1008.9500826941955,1.1407298207748968,2.0,9.608324895292592,37.07201439250786,23.878040167309265,6.134553161903108,8.363029604500158,12.180641560194143,4.3098530440355685,0.7419658090457575,0.5842290354484818,0.0,0.0,0.0,0.0,Other,MEX,2018-02-22 12:00:00 - Winter,Automated Sample,True,International Water Assessment,unknown,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,0.046,0.0,0.40264026402640263,0.299035832493884,Reservoir,unknown,0
27.93194444,78.8625,0.3,Unknown,15.58988975866716,72.71575614356591,76.61640251841388,1008.4357081716523,0.006299256624511823,1.0,8.003727519293573,40.47660341634393,26.70390256713427,3.4887580999279764,8.363029604500158,9.638118496041074,3.2984206381101515,0.7370833224345243,0.6143639932575765,1.0,0.0207250688509858,0.0,7.155754748187215,unknown,IND,2005-01-08 00:00:00 - Winter,Grab Sample,False,International Water Assessment,Medium,International Water Quality Lab,True,International Water Quality Standards,Agricultural Dominant,0.9152089999999999,0.29269195189639224,0.2755741127348643,0.299035832493884,Groundwater,Clear,1
41.78055556,-27.693375655113357,0.3,Fair,14.479537846722014,78.1220316815913,80.02421453759857,1012.4870494065008,0.963894400351684,1.0,16.269484239093362,29.983618619870427,24.90509256788321,4.868861944001055,8.363029604500158,9.773406383340802,6.077885353823928,0.832157510896811,0.5494362808931871,0.0,0.0,0.0,0.0,unknown,MEX,2016-11-14 11:00:00 - Fall,Automated Sample,True,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,Forest Dominant,63.0,0.0,0.5162241887905604,0.299035832493884,Lake,Rainy,0
58.77833,12.50531,0.0,Fair,-11.39414411576837,78.24033960473034,84.77293436803383,1012.3547054130694,1.0875115519858194,1.0,6.65139464348372,31.73925211044281,25.890669348726853,4.415706858360785,7.32759555960147,12.180641560194143,5.04490494196622,0.7024330403349344,0.5842290354484818,0.0,5.552517482991973,2.039086962692199,2.381341172248076,Heavy Metal,SWE,2015-07-14 00:00:00 - Summer,Composite Sample,False,unknown,unknown,International Water Quality Lab,True,International Water Quality Standards,unknown,0.0007700000000000001,0.0,0.10232558139534884,0.09649122807017543,unknown,unknown,0
16.71472222,80.32027778,0.3,Unknown,22.11809048180923,83.34069679598619,75.09140937711135,1000.8244302380352,0.0383866949874764,3.0,8.649565196398173,41.6369934724876,19.77449454199375,4.223868145056223,8.60398032628305,12.668175626605388,4.442922691175824,0.7064013372000623,0.6148679548139309,0.0,0.0,0.0,0.0,Common Ion,MEX,2000-05-22 00:00:00 - Spring,Composite Sample,False,International Water Assessment,Very Low,International Water Quality Lab,True,unknown,Urban Dominant,25.81,0.29269195189639224,0.5380577427821522,0.3917525773195876,Reservoir,unknown,1
45.632617999999994,-108.45573,0.3,Fair,14.010473407302737,106.998818680394,82.93831463423517,1009.3781920739672,0.006299256624511823,3.0,10.68394935123373,33.60048350317547,26.757199545293734,9.382124947556113,8.363029604500158,6.574273691339871,5.04490494196622,0.7733948183052473,0.5616715206441701,0.0,0.0,0.0,0.0,unknown,MEX,2013-06-26 12:00:00 - Summer,Field Measurement,True,International Water Assessment,Medium,International Water Quality Lab,False,unknown,Forest Dominant,0.046,0.0,0.024844720496894408,0.3181818181818182,unknown,unknown,0
10.28611111,-27.693375655113357,0.3,Unknown,18.26019455565376,70.37842041178571,62.97772732485914,1008.4357081716523,0.5936328752430495,1.0,9.323397842776512,35.130599058145435,25.37045115394412,3.1653133662038555,7.598926318136681,12.180641560194143,4.205500830662274,0.7456757192580569,0.609677863672893,1.0,0.1232024530815468,0.0,0.0,Common Ion,MEX,1999-11-01 00:00:00 - Fall,Automated Sample,True,International Water Assessment,Low,International Water Quality Lab,True,International Water Quality Standards,Mixed Land Use,4.8,1.0,0.5162241887905604,0.299035832493884,Wetland,unknown,1
44.8244,-27.693375655113357,0.3,Fair,10.875645887868306,55.06347747273681,82.75353115775701,1008.4357081716523,-0.1077835214309064,1.0,11.85139992645386,28.568156690286013,25.80425501759888,8.93961305359923,7.505344681203482,12.217518432396137,5.113712198462416,0.7812237129924903,0.5492842564108803,1.0,0.0491395125680607,0.0,1.3087224544890417,Metal,SRB,2019-01-22 12:00:00 - Winter,Grab Sample,True,International Water Assessment,unknown,International Water Quality Lab,False,International Water Quality Standards,Urban Dominant,0.8703,0.29269195189639224,0.04864864864864865,0.24705882352941178,Stream,Cloudy,0
52.21410199999999,-27.693375655113357,0.3,Fair,5.532665728239968,109.25413467417368,95.0,1008.4357081716523,0.006299256624511823,0.0,8.30688374035726,30.71519323055678,25.563151768840424,5.655184402386266,10.114473769557623,14.514870194876588,5.130242893425073,0.7267678004824358,0.5855270389114887,0.0,0.0,0.0,0.0,Metal,ITA,2019-03-13 12:00:00 - Spring,Manual Sample,False,unknown,Medium,International Water Quality Lab,False,unknown,Urban Dominant,0.046,0.0,0.05263157894736842,0.04,unknown,Rainy,0
42.56241200000001,-57.8839,0.3,Fair,3.352929177134504,97.11575411174454,82.84425175698692,1008.4357081716523,-0.2456259074628906,5.0,3.2897985262629383,33.60048350317547,29.49870267802574,9.566265490469506,8.363029604500158,15.140413304684738,5.04490494196622,0.6780712937158754,0.6032155367602836,0.0,0.0,0.0,0.0,unknown,CAN,2006-12-06 14:15:00 - Winter,Automated Sample,True,unknown,Low,National Water Research Center,True,Provincial Water Regulations,Agricultural Dominant,7.199999999999999e-05,0.29269195189639224,0.05714285714285714,0.299035832493884,Marine,unknown,0
37.93007,-27.693375655113357,0.3,Fair,11.461619744488553,102.6566706437168,83.16606606277809,1008.4357081716523,-1.3047427762369948,1.0,13.7060172914175,32.039676423904346,24.90509256788321,7.441988758350512,8.363029604500158,9.13399952711714,6.105243864256972,0.7922179665851974,0.5539201984767774,0.0,0.0,0.0,0.0,Heavy Metal,GRC,2021-04-13 12:00:00 - Spring,Manual Sample,True,unknown,unknown,Mediterranean Research Center,True,Greek Environmental Law,Mixed Land Use,0.001,0.0,0.36945221911235504,0.06666666666666667,Lake,unknown,0
